report_board,report_datetime,report_title,row_count
Minnesota Board of Pharmacy,4/13/2026 12:00:22 PM,Facility List - PH,2171

facility_name,license_type,license_nbr,description,grant_date,expire_date,address_line1,address_line2,city,county,state,zip,e_mail
Mayo Clinic (dba) Mayo Clinic Infusion Therapy Center Pharmacy,PH,266765,Active,06/29/2023,06/30/2026,4115 West Frontage Road Hwy 52 NW,FF3-348,Rochester,Olmsted,MN,55901,heyliger.alexander@mayo.edu
Mayo Clinic Brackenridge Outpatient Research Pharmacy,PH,265945,Active,10/11/2019,06/30/2026,21 2nd Street SW,Room Bk 1-50,Rochester,Olmsted,MN,55902,mcpharmacyorss@mayo.edu
Mayo Clinic Cancer Treatment Center Pharmacy,PH,263441,Active,10/30/2009,06/30/2026,Gonda 10-178,200 First Street SW,Rochester,Olmsted,MN,55905,irvine.clayton@mayo.edu
Mayo Clinic Health System - Lake City,PH,261637,Active,12/23/1998,06/30/2026,500 West Grant Street,,Lake City,Wabasha,MN,55041,kennedy.kelly@mayo.edu
Mayo Clinic Health System - Southwest Minnesota Region (dba) Mayo Clinic Health System - Waseca,PH,267335,Active,01/22/2026,06/30/2026,501 North State St.,,Waseca,Waseca,MN,56093,davis.kelsie@mayo.edu
Mayo Clinic Health System- Southeast Minnesota Region (dba) Mayo Clinic Health System - Cannon Falls,PH,265478,Active,01/01/2018,06/30/2026,32021 County 24 Blvd - Inpatient Pharmacy,,Cannon Falls,Goodhue,MN,55009,frykman.paul@mayo.edu
Mayo Clinic Health System- Southeast Minnesota Region (dba) Mayo Clinic Health System-Austin Clinic Pharmacy,PH,264085,Active,04/04/2013,06/30/2026,1000 1st Dr NW,,Austin,Mower,MN,55912,knoll.rick@mayo.edu
Mayo Clinic Health System- Southwest Minnesota Region (dba) Mayo Clinic Health System-Waseca,PH,265482,Active,01/11/2018,06/30/2026,501 North State St,,Waseca,Waseca,MN,56093,davis.kelsie@mayo.edu
Mayo Clinic Health System-Fairmont,PH,200992,Active,07/10/1975,06/30/2026,800 Medical Center Drive,,Fairmont,Martin,MN,56031,mathiowetz.eric@mayo.edu
Mayo Clinic Health System-Southeast Minnesota Region (dba) Mayo Clinic Health System Pharmacy - Albert Lea,PH,261534,Active,02/28/1998,06/30/2026,404 West Fountain Street,,Albert Lea,Freeborn,MN,56007,knoll.rick@mayo.edu
Mayo Clinic Health System-Southeast Minnesota Region (dba) Mayo Clinic Health System-Albert Lea,PH,200439,Active,06/19/1975,06/30/2026,404 West Fountain St,,Albert Lea,Freeborn,MN,56007,flaker.susan@mayo.edu
Mayo Clinic Health System-Southeast Minnesota Region (dba) Mayo Clinic Health System-Red Wing,PH,265477,Active,01/01/2018,06/30/2026,701 Hewitt Blvd,,Red Wing,Goodhue,MN,55066,flaker.susan@mayo.edu
"Mayo Clinic Health System-Southeast Minnesota Region, Inc. (dba) Mayo Clinic Health System Pharmacy - Cannon Falls",PH,267068,Active,01/07/2025,06/30/2026,"32021 County 24 Blvd., Suite 1716",,Cannon Falls,Goodhue,MN,55009,rstoutptpharmcom@mayo.edu
Mayo Clinic Health System-Southeast Minnesota Regions (dba) Mayo Clinic Health System - Austin Hospital Pharmacy,PH,264086,Active,04/04/2013,06/30/2026,1000 1st Dr NW,,Austin,Mower,MN,55912,bachmeier.bradley@mayo.edu
Mayo Clinic Health System-Southwest Minnesota Region (dba) Mayo Clinic Health System-Mankato,PH,200743,Active,06/26/1975,06/30/2026,1025 Marsh Street,,Mankato,Blue Earth,MN,56001,sweeten.perry@mayo.edu
Mayo Clinic Health System-Southwest Minnesota Region (dba) Mayo Clinic Health System-New Prague,PH,265481,Active,01/11/2018,06/30/2026,301 Second St NE,,New Prague,Le Sueur,MN,56071,kelly.ellen@mayo.edu
Mayo Clinic Health System-St. James (dba) St. James Medical Center-Mayo Health System,PH,200891,Active,07/10/1975,06/30/2026,1101 Moulton And Parson's Drive,P.O. Box 460,St James,Watonwan,MN,56081,jandl.vanda@mayo.edu
"Mayo Clinic Hosp - Rochester, Methodist Campus Phcy",PH,200540,Active,06/26/1975,06/30/2026,201 West Center Street,,Rochester,Olmsted,MN,55902,Christensen.Jason@mayo.edu
Mayo Clinic Hospital-Rochester,PH,201162,Active,07/17/1975,06/30/2026,1216 2nd Street SW,,Rochester,Olmsted,MN,55902,anderson.ryan2@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy ,PH,265938,Active,10/04/2019,06/30/2026,3551 Commercial Drive SW,,Rochester,Olmsted,MN,55902,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy (Northwest),PH,267155,Active,07/09/2025,06/30/2026,4111 West Frontage Rd. 52 NW,,Rochester,Olmsted,MN,55901,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy - Baldwin,PH,260848,Active,12/05/1991,06/30/2026,"221 4th Ave Sw, Ste 1116",,Rochester,Olmsted,MN,55902,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy Eisenberg,PH,262170,Active,08/08/2002,06/30/2026,201 West Center St,Suite Lo19,Rochester,Olmsted,MN,55902,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy Mary Brigh,PH,262169,Active,08/08/2002,06/30/2026,"1216 Second St Sw, Suite M600B",,Rochester,Olmsted,MN,55902,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy Northeast,PH,262409,Active,03/25/2004,06/30/2026,3041 Stonehedge Drive NE,,Rochester,Olmsted,MN,55906,rstoutptpharmcom@mayo.edu
Mayo Foundation for Medical Education and Research (dba) Mayo Clinic Pharmacy Subway,PH,263699,Active,05/25/2011,06/30/2026,"200 First St Sw, Suite SL14",,Rochester,Olmsted,MN,55905,rstoutptpharmcom@mayo.edu
"Mayo Pharmacy, Inc. (dba) Mayo Pharmacy",PH,267323,Active,01/12/2026,06/30/2026,303 N 4th St,,Bismarck,,ND,58501,info@mayopharmacynd.com
MCHS Skemp Clinic Pharmacy,PH,266213,Active,10/26/2020,06/30/2026,Mayo Clinic Health System,800 West Avenue South,La Crosse,,WI,54650,frederixon.natalie@mayo.edu
MedFront LLC (dba) MedFront Pharmacy,PH,267262,Active,10/29/2025,06/30/2026,4041 W Wheatland Rd,Ste. 204,Dallas,,TX,75237,medfrontpharmacy@gmail.com
Medical Metrics LLC (dba) Medmetrics Pharmacy,PH,266838,Active,10/18/2023,06/30/2026,1075 W Queen Creek Rd,Ste 2,Chandler,,AZ,85248,nathan@medmetricsrx.com
Medical Pharmacy Moorhead Inc. ,PH,265281,Active,02/17/2017,06/30/2026,950 40th Ave S,Suite 103,Moorhead,Clay,MN,56560,sheila@mhdmedpharm.com
Medical Pharmacy Moorhead Inc. (dba) Medical Pharmacy Moorhead,PH,260722,Active,08/06/1990,06/30/2026,101 11Th Street South,,Moorhead,Clay,MN,56560,sheila@mhdmedpharm.com
"Medical Supplies, Inc (dba) TruCare Pharmacy",PH,265810,Active,04/02/2019,06/30/2026,320 4th St. SW Ste 1,,Willmar,Kandiyohi,MN,56201,jennifer.lewison@divinehouse.org
"Medication Management Partners, LLC",PH,264220,Active,10/01/2013,06/30/2026,13601 Kenton Ave,,Crestwood,,IL,60418,compliance@mmprx.com
"Medications & Essentials Delivered Swiftly, Inc.",PH,267304,Active,12/18/2025,06/30/2026,1104 2nd Ave,,New York,,NY,10022,medicationsessentials@gmail.com
Medicine Chest Pharmacy Inc. (dba) Medicine Chest Pharmacy,PH,265323,Active,05/27/2017,06/30/2026,2187 4th St,,White Bear Lake,Ramsey,MN,55110,rxmedchest@gmail.com
"MediSuite, LLC",PH,266422,Active,09/20/2021,06/30/2026,160 Macgregor Pines Dr,Suite 110,Cary,,NC,27511,info@medisuiterx.com
"MedMinder Systems, Inc. (dba) MedMinder Pharmacy",PH,266764,Active,06/28/2023,06/30/2026,320 Norwood Park South,Suite 101,Norwood,,MA,02062,licensing@medminder.com
MedOne L.C. (dba) MedOne Pharmacy Services,PH,267364,Active,03/25/2026,06/30/2026,2460 Kerper Blvd.,Suite 701,Dubuque,,IA,52001,medonerx@medone-rx.com
"MedOne, L.C. (dba) MedOne Pharmacy Services",PH,264392,Active,05/02/2014,06/30/2026,1580 University Ave,,Dubuque,,IA,52001,medonerx@medone-rx.com
MedOptions RX LLC,PH,267203,Active,09/16/2025,06/30/2026,450 E Devon Ave,Suite 170,Itasca,,IL,60143,Jennifer.otto@medoptionsrx.com
MedPack LLC (dba) MedPack,PH,266577,Active,05/31/2022,06/30/2026,5923 Strickland Ave,,Brooklyn,,NY,11234,jb@medpackrx.com
"MedQuest Pharmacy, Inc.",PH,266325,Active,05/12/2021,06/30/2026,669 West 900 North,,North Salt Lake,,UT,84054,Jessica.Michieli@belmarpharma.com
MedRock TN LLC,PH,266743,Active,06/20/2023,06/30/2026,6116 Shallowford Rd #105,,Chattanooga,,TN,37421,tn@medrockpharmacy.com
"MedRx Infusion Clinical Pharmacy, LLC (dba) MedRx Infusion Clinical Pharmacy",PH,267270,Active,11/03/2025,06/30/2026,415-417 N Oak Street,,Inglewood,,CA,90302,pic@medrxinfusion.com
"Meds For Vets, LLC",PH,263078,Active,09/12/2007,06/30/2026,9550 S State St,,Sandy,,UT,84070,licensing@medsforvets.com
"Meds, LLC",PH,267005,Active,09/13/2024,06/30/2026,837 S Riverside Dr,STE 300,Elmhurst,,IL,60126,admin@meds.co
Meeker County (dba) Meeker Memorial Hospital,PH,267275,Active,11/05/2025,06/30/2026,612 South Sibley Ave,,Litchfield,Meeker,MN,55355,bkosel@meekermemorial.org
Meijer Sores Limited Partnership (dba) Meijer Pharmacy #463,PH,264877,Active,12/16/2015,06/30/2026,1515 Profit Dr,,Fort Wayne,,IN,46808,john.persaud@meijer.com
Meijer Stores Limited Partnership (dba) Meijer Specialty Pharmacy,PH,265380,Active,07/14/2017,06/30/2026,8455 Haggerty Road,,Belleville,,MI,48111,kirsten.ferraro@meijer.com
Melbourne Pharma LLC,PH,267162,Active,07/15/2025,06/30/2026,2235 S. Babcock St.,,Melbourne,,FL,32901,nmarling@melbournepharma.com
"Melrose Pharmacy, Inc.",PH,265941,Active,10/11/2019,06/30/2026,611 Main Street West,,Melrose,Stearns,MN,56352,melhpharm@meltel.net
MEMAW Inc. (dba) Rochester Health Mart Pharmacy,PH,265919,Active,09/03/2019,06/30/2026,"176 Virginia Ave, 3rd Floor",,Rochester,,PA,15074,broyek@memawinc.com
"Meta Pharmacy Services, LLC (dba) Meta Pharmacy Services",PH,267078,Active,01/24/2025,06/30/2026,8352 W Warm Springs Road,Suite 120,Las Vegas,,NV,89113,admin@metapharmacyservices.com
Methodist Hospital Pharmacy,PH,200304,Active,06/19/1975,06/30/2026,6500 Excelsior Boulevard,P.O. Box 650,St Louis Park,Hennepin,MN,55426,kelly.becicka@PARKNICOLLET.COM
Metro Drugs 3rd Ave. Corp.,PH,267229,Active,10/10/2025,06/30/2026,"243 E. 60th St., FL1",,New York   ,,NY,10022,marks@metrodrugs.com
"Midland Vet Services, LLC (dba) Midland Vet Services Pharmacy",PH,265002,Active,02/25/2016,06/30/2026,11722 Stonegate Circle,,Omaha,,NE,68164,jared@midlandvetservices.com
Mille Lacs Health System,PH,201047,Active,07/17/1975,06/30/2026,200 North Elm Street,P.O. Box A,Onamia,Mille Lacs,MN,56359,pharmacy@mlhealth.org
Mille Lacs Health System (dba) Mille Lacs Health System Community Pharmacy - Isle,PH,266604,Active,06/24/2022,06/30/2026,215 Main Street West,,Isle,Mille Lacs,MN,56342,kthompso@mlhealth.org
Mille Lacs Health System (dba) Mille Lacs Health System Community Pharmacy - Onamia,PH,266492,Active,06/01/2022,06/30/2026,200 N Elm St,,Onamia,Mille Lacs,MN,56359,jmcdonnell@mlhealth.org
"Millers of Wyckoff, Inc.",PH,267085,Active,02/05/2025,06/30/2026,678 Wyckoff Avenue,,Wyckoff,,NJ,07481,stephenl@daywel.com
"Mills Compounding Pharmacy, LLC (dba) Mills Compounding",PH,267367,Active,04/08/2026,06/30/2027,1744 West Maple Road,Suite B,Birmingham,,MI,48009,info@millscompounding.com
Minimed Distribution Corporation,PH,266096,Active,06/16/2020,06/30/2026,18302 Talavera Ridge,,San Antonio,,TX,78257,rs.nrpharmacy@medtronic.com
Minnesota Ave N Pharmacy Services LTD (dba) GuidePoint Pharmacy,PH,265835,Active,06/01/2019,06/30/2026,226 Minnesota Ave N,,Aitkin,Aitkin,MN,56431,matt.d@guidepointpharmacy.com
Minnesota Medication Repository Program (dba) RoundtableRx,PH,267097,Active,02/27/2025,06/30/2026,2112 NE Broadway St. #230,,Minneapolis,Hennepin,MN,55413,info@roundtablerx.org
Minnesota Oncology & Hematology P.A. (dba) Minnesota Cancer Care Pharmacy,PH,261921,Active,07/01/2000,06/30/2026,1580 Beam Avenue,,Maplewood,Ramsey,MN,55109,brian.meger@usoncology.com
Minnesota Oncology Hematology PA (dba) Minnesota Cancer Care Pharmacy,PH,266722,Active,04/25/2023,06/30/2026,10150 Niagara Ln N,Suite 100,Maple Grove,Hennepin,MN,55369,nicole.reinarzstover@usoncology.com
Minnesota State Colleges and Universities ,PH,200808,Active,06/26/1975,06/30/2026,21 Carkoski Commons,,Mankato,Blue Earth,MN,56001,mnsurx@mnsu.edu
Minnesota Valley Health Center Inc. (dba) Ridgeview Le Sueur Medical Center,PH,266741,Active,06/13/2023,06/30/2026,621 S Fourth St,,Le Sueur,Le Sueur,MN,56058,michelle.borchart@ridgeviewmedical.org
Mix Pharmacy LLC,PH,265606,Active,07/09/2018,06/30/2026,1266 Helmo Ave N,,Oakdale,Washington,MN,55128,alanna.humphrey@mixpharmacy.com
"MIXLAB TX, LLC. ",PH,266928,Active,06/17/2024,06/30/2026,953 Hilltop Dr,,Weatherford,,TX,76086,LICENSINGTX@MIXLAB.COM
"Mixlab, Inc.",PH,266905,Active,04/29/2024,06/30/2026,2223 Federal Ave,,Los Angeles,,CA,90064,amanda@mixlab.com
"Mixlab, Inc.",PH,266912,Active,05/15/2024,06/30/2026,336 W 37th St.,Ste 850,New York,,NY,10018,mirna@mixlab.com
"Mixlab, Inc.",PH,267099,Active,03/06/2025,06/30/2026,3880 N 28th Terrace,,Hollywood,,FL,33020,LicensingFL@mixlab.com
MixMyRx Ventures LLC (dba) MixMyRx,PH,266686,Active,02/10/2023,06/30/2026,8696 Vineland Ave,,Orlando,,FL,32821,mixmyrxcorp@mixmyrx.com
MMRX Health LLC (dba) Vitascripts,PH,266895,Active,03/15/2024,06/30/2026,11661 Countryway Blvd,,Tampa,,FL,33626,vitascripts@gmail.com
MN Veterans Home Pharmacy,PH,201261,Active,02/17/1976,06/30/2026,5101 Minnehaha Avenue,,Minneapolis,Hennepin,MN,55417,mary.e.johnson@state.mn.us
"MOBE, LLC",PH,266494,Active,01/26/2022,06/30/2026,3701 Wayzata Blvd,Suite 450,Minneapolis,Hennepin,MN,55416,medservices@mobeforlife.com
Monument Health Home Plus LLC (dba) Monument Health Home + Home Infusion Pharmacy,PH,266556,Active,04/22/2022,06/30/2026,224 Elk Street,Ste 100,Rapid City,,SD,57701,pharmacy@monument.health
Morris Apothecary LLC (dba) Morris Apothecary,PH,266122,Active,06/30/2020,06/30/2026,69 New Road,,Parsippany,,NJ,07054,morris@apothecopharmacy.com
"Mountain Lake Pharmacy, LLC (dba) Peterson Drug and Gifts",PH,266002,Active,01/15/2020,06/30/2026,1007 3rd Ave,P.O. Box 310,Mountain Lake,Cottonwood,MN,56159,eschroeder@nucara.com
MS4 PLLC (dba) The Medicine Shoppe ,PH,266984,Active,08/27/2024,06/30/2026,4476 31st Ave S,STE 105,Fargo,,ND,58104,on45th@medicineshoppefargo.com
MS4 PLLC (dba) The Medicine Shoppe Pharmacy,PH,266629,Active,09/08/2022,06/30/2026,503 14th St. South,,Benson,Swift,MN,56215,benson.admin@medicineshoppefargo.com
Murray County Memorial Hospital,PH,200637,Active,06/26/1975,06/30/2026,2042 Juniper Avenue,,Slayton,Murray,MN,56172,mahonc@murraycountymed.org
Musely Compounding Pharmacy East LLC,PH,266852,Active,11/20/2023,06/30/2026,305 Shawnee North Dr.,Suite 600,Suwanee,,GA,30024,musely2@gmail.com
MVP Pharmacy LLC (dba) Mountain View Pharmacy,PH,267305,Active,12/18/2025,06/30/2026,230 South Main St.,,Bountiful,,UT,84010,MVPPHARMACYLLC@gmail.com
MWI Veterinary Supply Co. (dba) Animal Rx Pharmacy,PH,266991,Active,08/28/2024,06/30/2026,5025 State Route 267,,Lebanon,,IN,46052,MWILicensing@mwiah.com
MWI Veterinary Supply Co. (dba) Animal Rx Pharmacy,PH,263182,Active,05/15/2008,06/30/2026,2450 Midpoint Dr,,Edwardsville,,KS,66111,LLair@mwianimalhealth.com
MWI Veterinary Supply Co. (dba) Animal Rx Pharmacy,PH,263997,Active,12/04/2012,06/30/2026,"5655 11Th Ave E, Suite 200",,Shakopee,Scott,MN,55379,mjeffers@mwianimalhealth.com
Nash-Finch LLC (dba) Family Fare Pharmacy,PH,267314,Active,01/02/2026,06/30/2026,425 Main Street West,,Cannon Falls,Goodhue,MN,55009,snpharmacylicensing@spartannash.com
"Nashville Pharmacy Services, LLC (dba) NPS Pharmacy Direct",PH,267157,Active,07/09/2025,06/30/2026,"278 Franklin Rd, Ste. 335",,Brentwood,,TN,37027,Compliance@npspharmacy.com
"National Pharmacy, Inc. (dba) National Pharmacy",PH,266703,Active,02/10/2023,06/30/2026,7420 Santa Monica Boulevard,,West Hollywood,,CA,90046,nationalcompounding@gmail.com
National Treatment Delivery and Care LLC,PH,266290,Active,02/19/2021,06/30/2026,710 South Military Trail,Suite 710,Deerfield Beach,,FL,33442,admin@ntdc.com
"Nationwide Compounding Rx, LLC (dba) Nationwide Compounding",PH,266463,Active,12/06/2021,06/30/2026,14000 N Hayden Rd,Suite 104,Scottsdale,,AZ,85260,compliance.nationwide@gmail.com
NDVR Pharmacy LLC (dba) Lifeline CMO Pharmacy,PH,267360,Active,03/10/2026,06/30/2026,3233 Corporate CT,,Ellicott City,,MD,21042,lifelinecmorx@gmail.com
Neovance Specialty Pharmacy LLC,PH,263392,Active,06/30/2009,06/30/2026,"100 Technology Park, Suite 158",,Lake Mary,,FL,32746,nrxinfo@neovance.com
New Leaf Specialty Pharmacy LLC (dba) New Leaf Specialty Pharmacy,PH,265627,Active,07/26/2018,06/30/2026,"3930 Westown Pkwy, Suite B",,West Des Moines,,IA,50266,amber@mynlrx.com
"New Vitalis, LLC (dba) New Vitalis Pharmacy",PH,266998,Active,09/03/2024,06/30/2026,4139 Cadillac Court ,Ste 201,Louisville,,KY,40213,mfrancia@newvitalis.com
"Newport Drugs, Inc.",PH,264166,Active,07/18/2013,06/30/2026,1644 Hastings Ave,,Newport,Washington,MN,55055,newportdrug@comcast.net
"Nicholas L Smith Pharmacy, LLC (dba) Smith Pharmacy",PH,266531,Active,03/15/2022,06/30/2026,1800 Freedom Rd,Unit D,Little Chute,,WI,54140,refills@smithpharmacyrx.com
Nicollet Pharmacy L.L.C. ,PH,267086,Active,02/05/2025,06/30/2026,2805 Nicollet Ave,,Minneapolis,Hennepin,MN,55408,d.mohammed@dauus.com
NIS Pharmacy Services LTD (dba) GuidePoint Pharmacy,PH,264101,Active,04/22/2013,06/30/2026,1472 County Road 5,,Longville,Cass,MN,56655,mike.lv@guidepointpharmacy.com
"NMB Pharmacy, Inc (dba) FuzeRx Miami",PH,266328,Active,05/14/2021,06/30/2026,1203 NE 163rd St,Suite 103,North Miami Beach,,FL,33162,rx.compliance@fuzehealth.com
"Noble Health Services, Inc.",PH,264284,Active,12/20/2013,06/30/2026,6040 Tarbell Rd,,Syracuse,,NY,13206,contactus@noblehealthservices.com
"Noble Health Services, Inc. (dba) Transcript Pharmacy",PH,265488,Active,01/18/2018,06/30/2026,"2506 Lakeland Dr, Ste 201",,Flowood,,MS,39232,sp202@noblehealthservices.com
"Noblesville Low Cost Pharmacy, LLC",PH,266104,Active,06/22/2020,06/30/2026,758 Westfield Rd,,Noblesville,,IN,46062,info@NoblesvilleLowCostPharmacy.com
"Nomi Pharma, LLC",PH,266851,Active,11/16/2023,06/30/2026,3696 W 2100 S,,Salt Lake City,,UT,84120,nomipharma-ut@nomihealth.com
North American Custom Laboratories LLC (dba) FarmaKeio,PH,265987,Active,12/27/2019,06/30/2026,1736 N. Greenville Ave,,Richardson,,TX,75081,justin.graves@farmakeio.com
"North Coast Medical Supply, LLC (dba) Advanced Diabetes Supply",PH,266254,Active,12/29/2020,06/30/2026,"2544 Campbell Place, Ste 150",,Carlsbad,,CA,92009,laano@northcoastmed.com
"North Dakota State University (dba) Family Healthcare Pharmacy South, NDSU",PH,265664,Active,08/31/2018,06/30/2026,"4025 9th Ave S, Suite D",,Fargo,,ND,58103,nwald@famhealthcare.org
"North Dakota State University (dba) Family Healthcare Pharmacy, NDSU",PH,261516,Active,12/19/1997,06/30/2026,301 NP Avenue N,,Fargo,,ND,58102,jiverson@famhealthcare.org
"North Huntingdon Medical, Inc (dba) Accuserv Pharmacy",PH,267362,Active,03/19/2026,06/30/2026,8731 Route 30,Suite 1,North Huntingdon,,PA,15642,licensing@kernahealth.com
North Memorial Health Care (dba) North Memorial Health Pharmacy - Maple Grove,PH,263560,Active,07/30/2010,06/30/2026,9825 Hospital Drive Ste. 100,,Maple Grove,Hennepin,MN,55369,john.sandstrom@northmemorial.com
North Memorial Health Care (dba) North Memorial Health Pharmacy - Robbinsdale,PH,200751,Active,06/26/1975,06/30/2026,3300 Oakdale Avenue North,,Robbinsdale,Hennepin,MN,55422,john.sandstrom@northmemorial.com
North Memorial Health Care (dba) North Memorial Health Pharmacy - Specialty Center,PH,263023,Active,05/16/2007,06/30/2026,3435 West Broadway,,Robbinsdale,Hennepin,MN,55422,john.sandstrom@northmemorial.com
North Prairie Pharmacies LLC (dba) Prairie Pharmacy FA1,PH,266597,Active,06/21/2022,06/30/2026,4731 13th Ave SW,,Fargo,,ND,58103,dennis@wallsrx.com
North State Healthy Solutions LLC (dba) Haldey Pharmaceutical Compounding,PH,266534,Active,04/29/2022,06/30/2026,3619 Provost Ave,FL 1,Bronx,,NY,10466,License@hcompound.com
Northern Itasca Hospital District (dba) Bigfork Valley Pharmacy,PH,261348,Active,05/01/1996,06/30/2026,258 Pine Tree Drive,P.O. Box 258,Bigfork,Itasca,MN,56628,hbibeau@bigforkvalley.org
Northern Itasca Hospital District (dba) Bigfork Valley Pharmacy,PH,263744,Active,08/19/2011,06/30/2026,810 Poplar St,,Floodwood,St Louis,MN,55736,hbibeau@bigforkvalley.org
Northern Itasca Hospital District (dba) Bigfork Valley Pharmacy,PH,263746,Active,08/19/2011,06/30/2026,410 Second St NW,,Big Falls,Koochiching,MN,56627,hbibeau@bigforkvalley.org
Northern Itasca Hospital District (dba) Bigfork Valley Pharmacy,PH,263745,Active,08/19/2011,06/30/2026,12052 Main St,,Northome,Koochiching,MN,56661,hbibeau@bigforkvalley.org
"Northern Pharmacy And Medical Equipment, Inc.",PH,265355,Active,07/01/2017,06/30/2026,6701 Harford Rd,,Baltimore,,MD,21234,liccred@northernpharmacy.com
Northern Pines Medical Center (dba) Essentia Health Northern Pines,PH,200749,Active,06/26/1975,06/30/2026,5211 Highway 110,,Aurora,St Louis,MN,55705,peter.mattson@essentiahealth.org
Northfield Hospital Pharmacy,PH,200537,Active,06/26/1975,06/30/2026,2000 North Avenue,,Northfield,Rice,MN,55057,ANDERSONG@NORTHFIELDHOSPITAL.ORG
Northmark Pharmacy,PH,265575,Active,06/07/2018,06/30/2026,1945 Cei Dr,,Blue Ash,,OH,45242,dchachare@vcphealth.com
Nuclear Diagnostic Products Inc.,PH,266249,Active,12/11/2020,06/30/2026,101 Roundhill Drive,,Rockaway,,NJ,07866,markn@radiopharmacy.com
Nudak Ventures LLC (dba) NuCara Pharmacy #3,PH,265973,Active,11/19/2019,06/30/2026,209 E San Marnan Drive,,Waterloo,,IA,50702,license@nucara.com
"NuDak Ventures, LLC (dba) Nucara Pharmacy (#23)",PH,263879,Active,05/16/2012,06/30/2026,216 Washburne Ave,,Paynesville,Stearns,MN,56362,paynesville@nucara.com
"NuDak Ventures, LLC (dba) Nucara Pharmacy (#38)",PH,265545,Active,04/23/2018,06/30/2026,1106 Hobart St,,Hawley,Clay,MN,56549,license@nucara.com
